Location	Pincode	State	District
Nittur	673507	Kerala	Kozhikode
Nitumannur	673507	Kerala	Kozhikode
Nochat	673624	Kerala	Kozhikode
Nooramthode	673586	Kerala	Kozhikode
Nut Street	673104	Kerala	Kozhikode
Olavanna	673025	Kerala	Kozhikode
Omasseri	673572	Kerala	Kozhikode
Onchiyam	673308	Kerala	Kozhikode
Oravil	673614	Kerala	Kozhikode
Orkatteri	673501	Kerala	Kozhikode
Padanilam	673571	Kerala	Kozhikode
Padiripetta	673507	Kerala	Kozhikode
Palath	673611	Kerala	Kozhikode
Palayad Nada	673530	Kerala	Kozhikode
Paleri	673508	Kerala	Kozhikode
Paleri Town	673508	Kerala	Kozhikode
Pallikara	673522	Kerala	Kozhikode
Panangad Qdi	673612	Kerala	Kozhikode
Pannicode	673602	Kerala	Kozhikode
Pannikkottur	673572	Kerala	Kozhikode
Pantheerankavu	673019	Kerala	Kozhikode
Parakkadavu	673509	Kerala	Kozhikode
Parambil	673012	Kerala	Kozhikode
Parannur	673585	Kerala	Kozhikode
Parappanpoyil	673573	Kerala	Kozhikode
Parappil	673001	Kerala	Kozhikode
Paropadi	673009	Kerala	Kozhikode
Pasukkadavu	673513	Kerala	Kozhikode
Pathiyarakkara	673111	Kerala	Kozhikode
Pavandur	673613	Kerala	Kozhikode
Payimbra	673571	Kerala	Kozhikode
Payyoli Angadi	673523	Kerala	Kozhikode
Pazhur	673661	Kerala	Kozhikode
Perampra	673525	Kerala	Kozhikode
Peringalam	673571	Kerala	Kozhikode
Perode	673504	Kerala	Kozhikode
Perumanna	673026	Kerala	Kozhikode
Perumukham	673631	Kerala	Kozhikode
Peruvannamuzhi	673528	Kerala	Kozhikode
Peruvattur	673620	Kerala	Kozhikode
Peruvayal	673024	Kerala	Kozhikode
Pilasseri	673571	Kerala	Kozhikode
Pokkunnu	673013	Kerala	Kozhikode
Ponmeri Parambil	673542	Kerala	Kozhikode
Ponnamkayam	673603	Kerala	Kozhikode
Poolakkul	673507	Kerala	Kozhikode
Poothampara	673513	Kerala	Kozhikode
Poovaranthod	673604	Kerala	Kozhikode
Poovattu Paramba	673008	Kerala	Kozhikode
Poozhithode	673528	Kerala	Kozhikode
Puduppadi	673586	Kerala	Kozhikode
Puduppanam	673105	Kerala	Kozhikode
Puliyavil	673509	Kerala	Kozhikode
Pulluram Para	673603	Kerala	Kozhikode
Punath	673614	Kerala	Kozhikode
Punnakkal	673603	Kerala	Kozhikode
Punnasseri	673585	Kerala	Kozhikode
Punnur - cherupalam	673585	Kerala	Kozhikode
Purakkad	673522	Kerala	Kozhikode
Purameri	673503	Kerala	Kozhikode
Puthiya Nirathu	673303	Kerala	Kozhikode
Puthiyangadi	673021	Kerala	Kozhikode
Puthiyara	673004	Kerala	Kozhikode
Puthur	673104	Kerala	Kozhikode
Puthur- Kotuvalli	673572	Kerala	Kozhikode
Quilandibazar	673620	Kerala	Kozhikode
Ramanattukara	673633	Kerala	Kozhikode
Rayarangoth	673102	Kerala	Kozhikode
Santhi Nagar	673573	Kerala	Kozhikode
Siddhasamaj	673104	Kerala	Kozhikode
Sreerama Krishna mission	673003	Kerala	Kozhikode
St.Vincent colony	673006	Kerala	Kozhikode
Talayad	673574	Kerala	Kozhikode
Tali	673002	Kerala	Kozhikode
Taliyil	673508	Kerala	Kozhikode
Tamaracheri	673573	Kerala	Kozhikode
Thachampoyil	673573	Kerala	Kozhikode
Thalakolathur	673317	Kerala	Kozhikode
Thambalamanna	673603	Kerala	Kozhikode
Thanakottur	673509	Kerala	Kozhikode
Thandorapara	673526	Kerala	Kozhikode
Tharopoyil	673541	Kerala	Kozhikode
Theyyappara	673580	Kerala	Kozhikode
Thinur	673507	Kerala	Kozhikode
Thiruthiyad	673004	Kerala	Kozhikode
Thiruvallur	673541	Kerala	Kozhikode
Thodannur	673108	Kerala	Kozhikode
Thottumukkam	673639	Kerala	Kozhikode
Thuruthiyad	673612	Kerala	Kozhikode
Thuvakkode	673304	Kerala	Kozhikode
Tikkoti	673529	Kerala	Kozhikode
Tiruvambadi	673603	Kerala	Kozhikode
Tiruvangoor	673318	Kerala	Kozhikode
Tiruvannur	673029	Kerala	Kozhikode
Tiruvannur Nada	673029	Kerala	Kozhikode
Tiruvode	673614	Kerala	Kozhikode
Tuneri	673505	Kerala	Kozhikode
Ulliyeri	673323	Kerala	Kozhikode
Unnikulam	673574	Kerala	Kozhikode
Urallur	673620	Kerala	Kozhikode
Vadakara	673101	Kerala	Kozhikode
Vadakara Beach	673103	Kerala	Kozhikode
Vaidyarangadi	673633	Kerala	Kozhikode
Vakayad	673614	Kerala	Kozhikode
Valayam	673517	Kerala	Kozhikode
Valiyaparamba	673572	Kerala	Kozhikode
Valliyad	673542	Kerala	Kozhikode
Vanimal	673506	Kerala	Kozhikode
Vannathichira	673513	Kerala	Kozhikode
Varikoli	673506	Kerala	Kozhikode
Vatayam	673518	Kerala	Kozhikode
Vattoli	673510	Kerala	Kozhikode
Vattoli Bazar	673623	Kerala	Kozhikode
Vavad	673572	Kerala	Kozhikode
Vayalada	673574	Kerala	Kozhikode
Vayikkilassery	673104	Kerala	Kozhikode
Velancode	673580	Kerala	Kozhikode
Velimanna	673573	Kerala	Kozhikode
Vellalasseri	673601	Kerala	Kozhikode
Vellayikkode	673019	Kerala	Kozhikode
Vellayil	673011	Kerala	Kozhikode
Velliparamba	673008	Kerala	Kozhikode
Velom	673508	Kerala	Kozhikode
Velom Peruvayal	673508	Kerala	Kozhikode
Velur West	673315	Kerala	Kozhikode
Venappara	673572	Kerala	Kozhikode
Vengalam	673303	Kerala	Kozhikode
Vengeri	673010	Kerala	Kozhikode
Vilangad	673506	Kerala	Kozhikode
Villyappalli	673542	Kerala	Kozhikode
Vishnumangalam	673506	Kerala	Kozhikode
Vrindavan Colony	673017	Kerala	Kozhikode
West Hill	673005	Kerala	Kozhikode
West Hill beach	673005	Kerala	Kozhikode
West Hill chungam	673005	Kerala	Kozhikode
Abdurahiman Nagar	676305	Kerala	Malappuram
Adakkakundu	676525	Kerala	Malappuram
Akkaparamba	673641	Kerala	Malappuram
Alankode	679585	Kerala	Malappuram
Alathiyur	676102	Kerala	Malappuram
Aliparamba	679357	Kerala	Malappuram
Amarambalam	679332	Kerala	Malappuram
Amarambalam South	679339	Kerala	Malappuram
Amayur	676123	Kerala	Malappuram
Ambalakkadavu	676525	Kerala	Malappuram
Amminikkad	679322	Kerala	Malappuram
Anakkayam	676509	Kerala	Malappuram
Anamangad	679357	Kerala	Malappuram
Ananthavur	676301	Kerala	Malappuram
Anchachavady	676525	Kerala	Malappuram
Andiyoorkunnu	673637	Kerala	Malappuram
Angadipuram	679321	Kerala	Malappuram
Anjapura	676303	Kerala	Malappuram
Areacode	673639	Kerala	Malappuram
Arimanal	676525	Kerala	Malappuram
Arimbra	673638	Kerala	Malappuram
Aripra	679321	Kerala	Malappuram
Ariyallur	676312	Kerala	Malappuram
Arkkuparamba	679322	Kerala	Malappuram
Athalur	679573	Kerala	Malappuram
Athavanad	676310	Kerala	Malappuram
Athrisseri	676106	Kerala	Malappuram
Aurvacode	679329	Kerala	Malappuram
Ayankalam	679594	Kerala	Malappuram
Ayikkarapadi	673637	Kerala	Malappuram
Ayilakkad	679576	Kerala	Malappuram
Ayirur	679580	Kerala	Malappuram
Azhinjilam	673632	Kerala	Malappuram
Bettath Pudiangadi	676102	Kerala	Malappuram
Bhoodan Colony	679334	Kerala	Malappuram
Biyyam	679589	Kerala	Malappuram
Calicut Airport	673647	Kerala	Malappuram
Calicut University	673635	Kerala	Malappuram
Chamravattom	676110	Kerala	Malappuram
Chandakkunnu	679342	Kerala	Malappuram
Chappanangadi	676503	Kerala	Malappuram
Chathallur	676541	Kerala	Malappuram
Chathangottupuram	679328	Kerala	Malappuram
Chattipparamba	676504	Kerala	Malappuram
Chelakkad	679323	Kerala	Malappuram
Chelembra	673634	Kerala	Malappuram
Chembrassei	676521	Kerala	Malappuram
Chembrasseri East	679327	Kerala	Malappuram
Chemmalasseri	679323	Kerala	Malappuram
Chemmaniyode	679325	Kerala	Malappuram
Chemmarakkattur	673639	Kerala	Malappuram
Chenakkalangadi	673636	Kerala	Malappuram
Chengottur	676503	Kerala	Malappuram
Chennara	676561	Kerala	Malappuram
Cherakkaparamba	679321	Kerala	Malappuram
Cheriyamundam	676111	Kerala	Malappuram
Cherukara	679340	Kerala	Malappuram
Cherumukku	676306	Kerala	Malappuram
Cherur	676304	Kerala	Malappuram
Cherushola	676510	Kerala	Malappuram
Cheruvallur	679575	Kerala	Malappuram
Cheruvayur	673645	Kerala	Malappuram
Chettipadi	676319	Kerala	Malappuram
Chettippadam	679332	Kerala	Malappuram
Chikkode	673645	Kerala	Malappuram
Chirayil	673638	Kerala	Malappuram
Chokkad	679355	Kerala	Malappuram
Chullippara	676508	Kerala	Malappuram
Chulliyode	679332	Kerala	Malappuram
Chungathara	679334	Kerala	Malappuram
Codacal	676108	Kerala	Malappuram
Downhill	676519	Kerala	Malappuram
Edakkara-nilambur	679331	Kerala	Malappuram
Edapal	679576	Kerala	Malappuram
Edapatta	679326	Kerala	Malappuram
Edarikode	676501	Kerala	Malappuram
Edavanna	676541	Kerala	Malappuram
Edayattur	679326	Kerala	Malappuram
Edayur	676554	Kerala	Malappuram
Edayur North	676552	Kerala	Malappuram
Edivanna	679329	Kerala	Malappuram
Elad	679340	Kerala	Malappuram
Elankur	676122	Kerala	Malappuram
Eramangalam	679587	Kerala	Malappuram
Eranhikode	676541	Kerala	Malappuram
Eranhimangad	679343	Kerala	Malappuram
Eravimangalam	679340	Kerala	Malappuram
Erumamunda	679334	Kerala	Malappuram
Ezhupathekkar	676525	Kerala	Malappuram
Gramam	679579	Kerala	Malappuram
Hajiarpalli	676519	Kerala	Malappuram
Indianur	676503	Kerala	Malappuram
Irimbiliyam	679572	Kerala	Malappuram
Iringallur	676304	Kerala	Malappuram
Iringattiri	676523	Kerala	Malappuram
Iringavur	676103	Kerala	Malappuram
Irumbuzhi	676513	Kerala	Malappuram
Iruvetti	673639	Kerala	Malappuram
Iswaramangalam	679573	Kerala	Malappuram
Kadalundinagaram	673314	Kerala	Malappuram
Kadambode	676121	Kerala	Malappuram
Kadampuzha	676553	Kerala	Malappuram
Kadancheri	679582	Kerala	Malappuram
Kadannamanna	679324	Kerala	Malappuram
Kadavanad	679586	Kerala	Malappuram
Kadungapurm	679321	Kerala	Malappuram
Kakkad	676306	Kerala	Malappuram
Kaladi-mlp	679582	Kerala	Malappuram
Kalikavu	676525	Kerala	Malappuram
Kalkundu	676523	Kerala	Malappuram
Kallarmangalam	676553	Kerala	Malappuram
Kalpakancheri	676551	Kerala	Malappuram
Kambalakallu	679333	Kerala	Malappuram
Kanhiramukku	679584	Kerala	Malappuram
Kanmanam	676556	Kerala	Malappuram
Kanmanam-thekkummuri	676551	Kerala	Malappuram
Kannamangalam	676318	Kerala	Malappuram
Kannamangalam West	676305	Kerala	Malappuram
Kannamvettikavu	673637	Kerala	Malappuram
Kannattipadi	676304	Kerala	Malappuram
Kappil	679328	Kerala	Malappuram
Karad	679339	Kerala	Malappuram
Karakkode	679333	Kerala	Malappuram
Karakkunnu	676123	Kerala	Malappuram
Karapuram	679331	Kerala	Malappuram
Karekkad	676553	Kerala	Malappuram
Karippol	676552	Kerala	Malappuram
Karippur	673638	Kerala	Malappuram
Karthala	679571	Kerala	Malappuram
Karukathiruthy	679584	Kerala	Malappuram
Karulai	679344	Kerala	Malappuram
Karumarakkad	673640	Kerala	Malappuram
Karuvambram	676123	Kerala	Malappuram
Karuvambram West	676123	Kerala	Malappuram
Karuvarakundu	676523	Kerala	Malappuram
Kavalamukkatta	679332	Kerala	Malappuram
Kavancheri	676561	Kerala	Malappuram
Kavanur	673644	Kerala	Malappuram
Kerala Estate	676525	Kerala	Malappuram
Keraladheeswarapuram	676307	Kerala	Malappuram
Kizhakkumpadam	679326	Kerala	Malappuram
Kizhattur	679325	Kerala	Malappuram
Kizhuparamba	673639	Kerala	Malappuram
Klari	676501	Kerala	Malappuram
Kodinhi	676309	Kerala	Malappuram
Kodur-malabar	676504	Kerala	Malappuram
Kokkur	679591	Kerala	Malappuram
Kolakkattuchali	673634	Kerala	Malappuram
Kolaparamba	676522	Kerala	Malappuram
Kolathur-mlp	679338	Kerala	Malappuram
Kololamba	679576	Kerala	Malappuram
Kondotti	673638	Kerala	Malappuram
Koomankulam	676123	Kerala	Malappuram
Koorad	679339	Kerala	Malappuram
Kooriyad	676306	Kerala	Malappuram
Koottil	679324	Kerala	Malappuram
Kotakkad	676319	Kerala	Malappuram
Kottakkal	676503	Kerala	Malappuram
Kottilangadi	676506	Kerala	Malappuram
Kumminiparamba	673638	Kerala	Malappuram
Kunnakkavu	679340	Kerala	Malappuram
Kunnappally	679322	Kerala	Malappuram
Kunnummalpotti	679331	Kerala	Malappuram
Kuruga	676551	Kerala	Malappuram
Kurumbalangode	679334	Kerala	Malappuram
Kurumbathur	676301	Kerala	Malappuram
Kuruvambalam	679338	Kerala	Malappuram
Kuttathy	676523	Kerala	Malappuram
Kuttayi	676562	Kerala	Malappuram
Kuttippala	676501	Kerala	Malappuram
Kuttippuram	679571	Kerala	Malappuram
Kuttippuram-kottakkal	676503	Kerala	Malappuram
Kuttur North	676305	Kerala	Malappuram
Kuzhimanna	673641	Kerala	Malappuram
Maithra	673639	Kerala	Malappuram
Makkaraparamba	676507	Kerala	Malappuram
Malappuram	676505	Kerala	Malappuram
Malappuram Civil station	676505	Kerala	Malappuram
Mampad	676542	Kerala	Malappuram
Mampad College	676542	Kerala	Malappuram
Mampattumoola	679332	Kerala	Malappuram
Mampuram	676306	Kerala	Malappuram
Manalaya	679357	Kerala	Malappuram
Mangalam-mlp	676561	Kerala	Malappuram
Mangattiri	676105	Kerala	Malappuram
Manhappatta	676123	Kerala	Malappuram
Manimooly	679333	Kerala	Malappuram
Manjeri Bazar	676121	Kerala	Malappuram
Manjeri College	676122	Kerala	Malappuram
Manjeri-kla	676121	Kerala	Malappuram
Mankada	679324	Kerala	Malappuram
Mankada Pallippuram	679324	Kerala	Malappuram
Mannarmala	679325	Kerala	Malappuram
Mannathipoyil	679332	Kerala	Malappuram
Marakkara	676553	Kerala	Malappuram
Marancheri	679581	Kerala	Malappuram
Mariyad	676122	Kerala	Malappuram
Marutha	679333	Kerala	Malappuram
Mattarakkal	679322	Kerala	Malappuram
Mattathur	676528	Kerala	Malappuram
Meenadathur	676307	Kerala	Malappuram
Melangadi	673648	Kerala	Malappuram
Melattur	679326	Kerala	Malappuram
Melmuri	676514	Kerala	Malappuram
Meppadam	676542	Kerala	Malappuram
Modapoika	679331	Kerala	Malappuram
Mongam	673642	Kerala	Malappuram
Mookkuthala	679574	Kerala	Malappuram
Mooniyur	676311	Kerala	Malappuram
Moonniyur South	676311	Kerala	Malappuram
Moorkkanad	679338	Kerala	Malappuram
Moothedam	679331	Kerala	Malappuram
Morayur	673649	Kerala	Malappuram
Mudur	679578	Kerala	Malappuram
Mundakkal	673645	Kerala	Malappuram
Munderi	679334	Kerala	Malappuram
Munduparmba	676509	Kerala	Malappuram
Muthuparamba	673638	Kerala	Malappuram
Muthuvallur	673638	Kerala	Malappuram
Muttanur	676561	Kerala	Malappuram
Naduvath	679328	Kerala	Malappuram
Naduvattom	679592	Kerala	Malappuram
Nallanthanni	679330	Kerala	Malappuram
Nambooripotty	679333	Kerala	Malappuram
Nannambra	676320	Kerala	Malappuram
Nannamukku	679575	Kerala	Malappuram
Nannamukku South	679575	Kerala	Malappuram
Nariparamba	679573	Kerala	Malappuram
Narukara	676122	Kerala	Malappuram
Nediyirippu	673638	Kerala	Malappuram
Neduva	676303	Kerala	Malappuram
Neelancheri	676525	Kerala	Malappuram
Nellikuth	676122	Kerala	Malappuram
Nilambur	679329	Kerala	Malappuram
Nilambur Rs	679330	Kerala	Malappuram
Niramaruthur	676109	Kerala	Malappuram
Olakara	676306	Kerala	Malappuram
Olamathil	673642	Kerala	Malappuram
Olavattur	673638	Kerala	Malappuram
Olukur	673642	Kerala	Malappuram
Omachapuzha	676320	Kerala	Malappuram
Omanur	673645	Kerala	Malappuram
Oorakam Kizhumuri	676515	Kerala	Malappuram
Oorakam Melmuri	676519	Kerala	Malappuram
Othalur West	679591	Kerala	Malappuram
Othukkungal	676528	Kerala	Malappuram
Ozhur	676313	Kerala	Malappuram
Pachattiri	676105	Kerala	Malappuram
Padinharekkara	676562	Kerala	Malappuram
Padinhattumuri	676506	Kerala	Malappuram
Padirikode	679326	Kerala	Malappuram
Padiripadam	679334	Kerala	Malappuram
Palachode	679338	Kerala	Malappuram
Palakkad(mlp)	673641	Kerala	Malappuram
Palakkalvetta	679327	Kerala	Malappuram
Palapetty	679579	Kerala	Malappuram
Palathole	679340	Kerala	Malappuram
Palemad	679331	Kerala	Malappuram
Palengara	679330	Kerala	Malappuram
Pallikkal	673653	Kerala	Malappuram
Pallikuth	679334	Kerala	Malappuram
Panampilavu	673639	Kerala	Malappuram
Panangattur	676302	Kerala	Malappuram
Pandallur	676521	Kerala	Malappuram
Pandallur Hills	676521	Kerala	Malappuram
Pandamangalam	676503	Kerala	Malappuram
Pandikkad	676521	Kerala	Malappuram
Panga	679338	Kerala	Malappuram
Panga Chendy	679338	Kerala	Malappuram
Panga South	679338	Kerala	Malappuram
Pannippara	676541	Kerala	Malappuram
Pantarangadi	676306	Kerala	Malappuram
Pappinippara	676122	Kerala	Malappuram
Parambilpeedika	676315	Kerala	Malappuram
Parammalangadi	676551	Kerala	Malappuram
Parappur	676503	Kerala	Malappuram
Paravanna	676502	Kerala	Malappuram
Pariyapuram	676302	Kerala	Malappuram
Parpanangadi	676303	Kerala	Malappuram
Pathaikara	679322	Kerala	Malappuram
Pathappiriyam	676123	Kerala	Malappuram
Pathar	679334	Kerala	Malappuram
Pathayakallu	676553	Kerala	Malappuram
Pathiriyal	676123	Kerala	Malappuram
Pattarkadavu	676519	Kerala	Malappuram
Pattikkad	679325	Kerala	Malappuram
Payinkanniyur	679571	Kerala	Malappuram
Payyanad	676122	Kerala	Malappuram
Pazhamallur	676506	Kerala	Malappuram
Pazhanji-mlp	679579	Kerala	Malappuram
Pazhur	679571	Kerala	Malappuram
Perakamanna	676541	Kerala	Malappuram
Perasannur	679588	Kerala	Malappuram
Perimbalam	676509	Kerala	Malappuram
Perintalmanna	679322	Kerala	Malappuram
Perintalmanna Bazar	679322	Kerala	Malappuram
Perinthattiri	676507	Kerala	Malappuram
Perumaparamba	679576	Kerala	Malappuram
Perumbadappu	679580	Kerala	Malappuram
Peruparamba-ugrapuram	673639	Kerala	Malappuram
Peruvallur	673638	Kerala	Malappuram
Pidavannur	679574	Kerala	Malappuram
Polpakara	679576	Kerala	Malappuram
Ponani	679577	Kerala	Malappuram
Ponani Nagaram	679583	Kerala	Malappuram
Ponani South	679586	Kerala	Malappuram
Ponmala	676528	Kerala	Malappuram
Ponmundam	676106	Kerala	Malappuram
Ponniyakurissi	679322	Kerala	Malappuram
Pookayil Bazar	676107	Kerala	Malappuram
Pookkottumpadam	679332	Kerala	Malappuram
Pookkottur	676517	Kerala	Malappuram
Pookottumanna	679334	Kerala	Malappuram
Poolamanna	679327	Kerala	Malappuram
Poongode	679327	Kerala	Malappuram
Poonthavanam	679325	Kerala	Malappuram
Poovathikkal	673639	Kerala	Malappuram
Porur	679339	Kerala	Malappuram
Poyilisseri	676102	Kerala	Malappuram
Puducode - feroke	673633	Kerala	Malappuram
Puduppalli	676102	Kerala	Malappuram
Pulamanthole	679323	Kerala	Malappuram
Pulikkal	673637	Kerala	Malappuram
Puliyakkode	673641	Kerala	Malappuram
Pullancheri	676122	Kerala	Malappuram
Pullengode	676525	Kerala	Malappuram
Pulliparamba	673634	Kerala	Malappuram
Pullippadam	676542	Kerala	Malappuram
Pulpatta	676126	Kerala	Malappuram
Pulvetta	676523	Kerala	Malappuram
Punnappala	679328	Kerala	Malappuram
Punnathala	676552	Kerala	Malappuram
Puramannur	676552	Kerala	Malappuram
Puranga	679584	Kerala	Malappuram
Purathur	676102	Kerala	Malappuram
Puthanangadi	679321	Kerala	Malappuram
Puthiyakadappuram	676302	Kerala	Malappuram
Puthuparamba	676501	Kerala	Malappuram
Puthur -kottakkal	676503	Kerala	Malappuram
Puthur-pallikkal	673636	Kerala	Malappuram
Puzhakkattiri	679321	Kerala	Malappuram
Ramankuth	679330	Kerala	Malappuram
Ramapuram	679350	Kerala	Malappuram
Randathani	676510	Kerala	Malappuram
Sugapuram	679576	Kerala	Malappuram
T.K.colony	679332	Kerala	Malappuram
Talekode	679322	Kerala	Malappuram
Talekode West	679352	Kerala	Malappuram
Tanalur	676307	Kerala	Malappuram
Tanur Nagaram	676302	Kerala	Malappuram
Tanur-mbr	676302	Kerala	Malappuram
Tavanur	679573	Kerala	Malappuram
Tavanur-feroke	673641	Kerala	Malappuram
Tayyalingal	676320	Kerala	Malappuram
Tenhipalam	673636	Kerala	Malappuram
Thachinganadam	679325	Kerala	Malappuram
Thalakkadathur	676103	Kerala	Malappuram
Tharis	676523	Kerala	Malappuram
Thekkankuttur	676551	Kerala	Malappuram
Thekkummuri	676105	Kerala	Malappuram
Thelakkad	679325	Kerala	Malappuram
Thennala	676511	Kerala	Malappuram
Theyyathumpadam	679331	Kerala	Malappuram
Thootha	679357	Kerala	Malappuram
Thottilangadi	673639	Kerala	Malappuram
Thurakkal	673638	Kerala	Malappuram
Tirunavaya	676301	Kerala	Malappuram
Tirur East bazar	676101	Kerala	Malappuram
Tirur(kerala)	676101	Kerala	Malappuram
Tirurangadi	676306	Kerala	Malappuram
Tirurangadi Bazar	676306	Kerala	Malappuram
Tirurkad	679351	Kerala	Malappuram
Tiruvali	679348	Kerala	Malappuram
Tolavanur	676557	Kerala	Malappuram
Trikkalangode	676127	Kerala	Malappuram
Trikkanapuram	679573	Kerala	Malappuram
Trikkandiyur	676104	Kerala	Malappuram
Trippanachi	673641	Kerala	Malappuram
Triprangode	676108	Kerala	Malappuram
Tuvvur	679327	Kerala	Malappuram
Ullanam	676303	Kerala	Malappuram
Ullanam North	676303	Kerala	Malappuram
Uppada	679354	Kerala	Malappuram
Urangattiri	673639	Kerala	Malappuram
Vadakkangara	679324	Kerala	Malappuram
Vadakkumbram	676552	Kerala	Malappuram
Vadakkumpadam	679339	Kerala	Malappuram
Vadapuram	676542	Kerala	Malappuram
Vakkad	676502	Kerala	Malappuram
Vakkethodi	676122	Kerala	Malappuram
Valakolam	676508	Kerala	Malappuram
Valambur	679325	Kerala	Malappuram
Valamkulam	679357	Kerala	Malappuram
Valancheri	676552	Kerala	Malappuram
Valapuram	679323	Kerala	Malappuram
Valavannur	676551	Kerala	Malappuram
Valillapuzha	673639	Kerala	Malappuram
Valiyakunnu	676552	Kerala	Malappuram
Valiyaparamba	673637	Kerala	Malappuram
Valiyora	676308	Kerala	Malappuram
Vallikkapatta	679324	Kerala	Malappuram
Vallikkunnu	673314	Kerala	Malappuram
Vallikkunnu North	673314	Kerala	Malappuram
Valluvambram	673651	Kerala	Malappuram
Valluvangad South	676521	Kerala	Malappuram
Vaniyambalam	679339	Kerala	Malappuram
Vattalur	676507	Kerala	Malappuram
Vattamkulam	679578	Kerala	Malappuram
Vazhakkad	673640	Kerala	Malappuram
Vazhayur	673633	Kerala	Malappuram
Vazhayur East	673633	Kerala	Malappuram
Vazhenkada	679357	Kerala	Malappuram
Vazhikkadavu	679333	Kerala	Malappuram
Veliankode	679579	Kerala	Malappuram
Velimukku	676317	Kerala	Malappuram
Velimukku South	676317	Kerala	Malappuram
Vellachal	676106	Kerala	Malappuram
Vellayur	679327	Kerala	Malappuram
Vellila	679324	Kerala	Malappuram
Velliyanchery	679326	Kerala	Malappuram
Vellur	676517	Kerala	Malappuram
Vengad	679338	Kerala	Malappuram
Vengalur	676102	Kerala	Malappuram
Vengara Mlp	676304	Kerala	Malappuram
Vengoor	679325	Kerala	Malappuram
Venniyur	676508	Kerala	Malappuram
Vettathur	679326	Kerala	Malappuram
Vettilappara	673639	Kerala	Malappuram
Vettom	676102	Kerala	Malappuram
Vettom-pallippuram	676102	Kerala	Malappuram
Vilayil	673652	Kerala	Malappuram
Vyrancode	676301	Kerala	Malappuram
Wandoor	679328	Kerala	Malappuram
Adakkaputhur	679503	Kerala	Palakkad
Agali	678581	Kerala	Palakkad
Agali-sholayar-pgt	678581	Kerala	Palakkad
Akalur	679302	Kerala	Palakkad
Akathethara	678008	Kerala	Palakkad
Alampallam	678506	Kerala	Palakkad
Alanallur	678601	Kerala	Palakkad
Alangad	678637	Kerala	Palakkad
Alathur Mbr	678541	Kerala	Palakkad
Amayur	679310	Kerala	Palakkad
Ambalapara	679512	Kerala	Palakkad
Ambalavattom	679501	Kerala	Palakkad
Ambikapuram	678011	Kerala	Palakkad
Anakkal	678651	Kerala	Palakkad
Anakkara	679551	Kerala	Palakkad
Anamari	678506	Kerala	Palakkad
Angadi	679552	Kerala	Palakkad
Anjumoorthy	678682	Kerala	Palakkad
Ariyur	678583	Kerala	Palakkad
Athicode	678554	Kerala	Palakkad
Athipotta	678544	Kerala	Palakkad
Attasseri	679513	Kerala	Palakkad
Attempathy	678556	Kerala	Palakkad
Ayakkad	678683	Kerala	Palakkad
Ayalur	678510	Kerala	Palakkad
Azhiyannur	678633	Kerala	Palakkad
Bhimanad	678601	Kerala	Palakkad
Chalavara	679505	Kerala	Palakkad
Chalisseri	679536	Kerala	Palakkad
Chaliyattiri	679535	Kerala	Palakkad
Chandramala Estate	678508	Kerala	Palakkad
Chandranagar	678007	Kerala	Palakkad
Chandrapuram	678624	Kerala	Palakkad
Chandrasekharapuram	678611	Kerala	Palakkad
Changileri	678762	Kerala	Palakkad
Chathamangalam	678508	Kerala	Palakkad
Chathanur	679537	Kerala	Palakkad
Chavadiyur	678581	Kerala	Palakkad
Chembra	679304	Kerala	Palakkad
Chennangad	678573	Kerala	Palakkad
Chenthamaranagar	678102	Kerala	Palakkad
Cheramangalam	678703	Kerala	Palakkad
Cherambattakavu	679501	Kerala	Palakkad
Cheraya	678635	Kerala	Palakkad
Cherottur	679521	Kerala	Palakkad
Cherpalcheri	679503	Kerala	Palakkad
Cherukattupulam	679522	Kerala	Palakkad
Cherukode	679336	Kerala	Palakkad
Cherukulam	678572	Kerala	Palakkad
Cherukutangad	679305	Kerala	Palakkad
Cherumundasseri	679512	Kerala	Palakkad
Chethallur	678609	Kerala	Palakkad
Chimbukat	678721	Kerala	Palakkad
Chindaki	678582	Kerala	Palakkad
Chithali	678702	Kerala	Palakkad
Chittadi	678706	Kerala	Palakkad
Chittilancheri	678704	Kerala	Palakkad
Chittur -agali	678581	Kerala	Palakkad
Chittur College	678104	Kerala	Palakkad
Chittur Courts	678101	Kerala	Palakkad
Chittur Pg	678101	Kerala	Palakkad
Chokkanathapuram	678005	Kerala	Palakkad
Choorakode	679336	Kerala	Palakkad
Chulanur	678574	Kerala	Palakkad
Chunangad	679511	Kerala	Palakkad
Chundabatta	679337	Kerala	Palakkad
Chundampatta	679309	Kerala	Palakkad
Coyalmanna	678702	Kerala	Palakkad
Coyalmanna Agraharam	678702	Kerala	Palakkad
Dhoni	678009	Kerala	Palakkad
Edakode(pavukonam)	679522	Kerala	Palakkad
Edathanttukara	678601	Kerala	Palakkad
Edathara	678611	Kerala	Palakkad
Eduppukulam	678556	Kerala	Palakkad
Elambulasseri	678752	Kerala	Palakkad
Elapulli	678622	Kerala	Palakkad
Elapulli South	678622	Kerala	Palakkad
Elavampadam	678709	Kerala	Palakkad
Elavancherry	678508	Kerala	Palakkad
Erattakulam	678622	Kerala	Palakkad
Erattakulam Alathur	678682	Kerala	Palakkad
Eravakkad	679552	Kerala	Palakkad
Erimayur	678546	Kerala	Palakkad
